PDB_ID,E2_UniProtIDs,E3_UniProtIDs,Ub_UniProtIDs,Number_of_Distinct_Protein_Entities,Resolution_Method,Refinement_Resolution,Release_Date,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,E2_Gene_Names,E3_Gene_Names,ubiquitin_in_structure
1I3O,,P98170,,3.0,X-ray refinement,2.7,2/15/2001,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,1:I39005|2:I39005|3:U32974,1:CASPASE 3|2:CASPASE 3|3:BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 4,1:P42574|2:P42574|3:P98170,1:3.4.22.-|2:3.4.22.-,,XIAP,No
8AZA,,P98170,,2.0,EM: FSC 0.143 CUT-OFF,3.15,9/5/2022,ZINC ION,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3|2:RIPK2, CARDIAK, RICK, RIP2, UNQ277/PRO314/PRO34092",1:E3 ubiquitin-protein ligase XIAP|2:Receptor-interacting serine/threonine-protein kinase 2,1:P98170|2:O43353,"1:2.3.2.27|2:2.7.11.1,2.7.10.2",,XIAP,No
5O6T,,P98170,P0CG47,2.0,X-ray refinement,1.57,6/7/2017,"1,2-ETHANEDIOL,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3|2:UBB",1:E3 ubiquitin-protein ligase XIAP|2:Polyubiquitin-B,1:P98170|2:P0CG47,1:2.3.2.27,,XIAP,Yes
1I51,,P98170,,3.0,X-ray refinement,2.45,2/23/2001,,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,1:CASP7|2:CASP7|3:XIAP,1:CASPASE-7 SUBUNIT P20|2:CASPASE-7 SUBUNIT P11|3:X-LINKED INHIBITOR OF APOPTOSIS PROTEIN,1:P55210|2:P55210|3:P98170,1:3.4.22.-|2:3.4.22.-,,XIAP,No
2GV2,,Q00987,,2.0,X-ray refinement,1.8,5/2/2006,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:8-MER P53 PEPTIDE ANALOGUE,1:Q00987,,,MDM2,No
2C6B,,Q00987,,1.0,,,11/8/2005,ZINC ION,1,1:HOMO SAPIENS,,1:UBIQUITIN-PROTEIN LIGASE E3 MDM2,1:Q00987,1:6.3.2.-,,MDM2,No
2C6A,,Q00987,,1.0,,,11/8/2005,ZINC ION,1,1:HOMO SAPIENS,,1:UBIQUITIN-PROTEIN LIGASE E3 MDM2,1:Q00987,1:6.3.2.-,,MDM2,No
2LZG,,Q00987,,1.0,,,10/2/2012,"[(3R,5R,6S)-5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-(cyclopropylmethyl)-2-oxopiperidin-3-yl]acetic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,,,MDM2,No
2M86,,Q00987,,2.0,,,5/7/2013,,"1, 2",1:synthetic construct|2:Homo sapiens,2:MDM2,1:MCo-PMI|2:E3 ubiquitin-protein ligase Mdm2,2:Q00987,,,MDM2,No
3EQS,,Q00987,,2.0,X-ray refinement,1.65,10/1/2008,GUANIDINE,"1, 2",,,1:E3 ubiquitin-protein ligase Mdm2|2:12-mer peptide inhibitor,1:Q00987,1:6.3.2.-,,MDM2,No
2HDP,,Q00987,,1.0,,,6/20/2006,ZINC ION,1,1:Homo sapiens,1:MDM2,1:Ubiquitin-protein ligase E3 Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3G03,,Q00987,,2.0,X-ray refinement,1.8,1/27/2009,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:High affinity synthetic peptide,1:Q00987,1:6.3.2.-,,MDM2,No
3IUX,,Q00987,,2.0,X-ray refinement,1.65,8/31/2009,"ACETATE ION,CHLORIDE ION","1, 2",,,1:E3 ubiquitin-protein ligase Mdm2|2:miniature protein inhibitor,1:Q00987,1:6.3.2.-,,MDM2,No
3IWY,,Q00987,,2.0,X-ray refinement,1.93,9/3/2009,,"1, 2",,,1:D-peptide inhibitor|2:E3 ubiquitin-protein ligase Mdm2,2:Q00987,2:6.3.2.-,,MDM2,No
3JZK,,Q00987,,1.0,X-ray refinement,2.1,9/23/2009,"(6R,7S)-6,7-bis(4-bromophenyl)-7,11-dihydro-6H-chromeno[4,3-d][1,2,4]triazolo[1,5-a]pyrimidine",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
1Z1M,,Q00987,,1.0,,,3/4/2005,,1,1:Homo sapiens,,1:Ubiquitin-protein ligase E3 Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3JZR,,Q00987,,2.0,X-ray refinement,2.1,9/24/2009,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:pDI6W peptide (12mer),1:Q00987,1:6.3.2.-,,MDM2,No
3LBK,,Q00987,,1.0,X-ray refinement,2.3,1/8/2010,"6-chloro-3-[1-(4-chlorobenzyl)-4-phenyl-1H-imidazol-5-yl]-1H-indole-2-carboxylic acid,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3JZS,,Q00987,,2.0,X-ray refinement,1.78,9/24/2009,"1,2-ETHANEDIOL","1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:pDIQ peptide (12mer),1:Q00987,1:6.3.2.-,,MDM2,No
3TJ2,,Q00987,,1.0,X-ray refinement,2.1,8/23/2011,"3-{(1S)-2-(tert-butylamino)-1-[(4-chlorobenzyl)(formyl)amino]-2-oxoethyl}-6-chloro-1H-indole-2-carboxylic acid,POTASSIUM ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3TU1,,Q00987,,1.0,X-ray refinement,1.603,9/15/2011,"3-[(1S)-2-(tert-butylamino)-1-{N-[(3,4-difluorophenyl)methyl]formamido}-2-oxoethyl]-6-chloro-1H-indole-2-carboxylic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3V3B,,Q00987,,2.0,X-ray refinement,2.0,12/13/2011,CHLORIDE ION,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:SAH-p53-8 stapled-peptide,1:Q00987,1:6.3.2.-,,MDM2,No
4JV7,,Q00987,,1.0,X-ray refinement,2.2,3/25/2013,"(2S,5R,6S)-2-benzyl-5,6-bis(4-bromophenyl)-4-methylmorpholin-3-one,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4DIJ,,Q00987,,1.0,X-ray refinement,1.9,1/31/2012,6-chloro-3-[1-(4-chlorobenzyl)-4-phenyl-1H-imidazol-5-yl]-N-[2-(morpholin-4-yl)ethyl]-1H-indole-2-carboxamide,1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4JV9,,Q00987,,1.0,X-ray refinement,2.5,3/25/2013,"(2S,5R,6S)-2-benzyl-5,6-bis(4-chlorophenyl)-4-methylmorpholin-3-one,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4JVE,,Q00987,,1.0,X-ray refinement,2.3,3/25/2013,"(2R,3E)-2-[(2S,3R,6S)-2,3-bis(4-chlorophenyl)-6-(4-fluorobenzyl)-5-oxomorpholin-4-yl]pent-3-enoic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3VZV,,Q00987,,1.0,X-ray refinement,2.8,10/16/2012,"1-{[(5R,6S)-5,6-bis(4-chlorophenyl)-6-methyl-3-(propan-2-yl)-5,6-dihydroimidazo[2,1-b][1,3]thiazol-2-yl]carbonyl}-N,N-dimethyl-L-prolinamide",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4MDQ,,Q00987,,1.0,X-ray refinement,2.119,8/23/2013,3-[(1R)-2-(benzylamino)-1-{[(2S)-1-(hydroxyamino)-4-methyl-1-oxopentan-2-yl]amino}-2-oxoethyl]-6-chloro-N-hydroxy-1H-indole-2-carboxamide,1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4MDN,,Q00987,,1.0,X-ray refinement,1.905,8/23/2013,"3-{(1S)-2-(tert-butylamino)-1-[{4-[(4-chlorobenzyl)oxy]benzyl}(formyl)amino]-2-oxoethyl}-6-chloro-1H-indole-2-carboxylic acid,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4ODF,,Q00987,,1.0,X-ray refinement,2.2006,1/10/2014,"6-{[(2S,5R,6R)-4-[(1S)-2-(tert-butylsulfonyl)-1-cyclopropylethyl]-6-(3-chlorophenyl)-5-(4-chlorophenyl)-2-methyl-3-oxomorpholin-2-yl]methyl}pyridine-3-carboxylic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4QO4,,Q00987,,1.0,X-ray refinement,1.7,6/19/2014,"{(3R,5R,6S)-5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-[(1S)-1-(6-cyclopropylpyridin-2-yl)propyl]-3-methyl-2-oxopiperidin-3-yl}acetic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4ZYF,,Q00987,,1.0,X-ray refinement,1.8,5/21/2015,"(S)-1-(4-chlorophenyl)-7-isopropoxy-6-methoxy-2-(4-(methyl(((1r,4S)-4-(4-methyl-3-oxopiperazin-1-yl)cyclohexyl)methyl)amino)phenyl)-1,2-dihydroisoquinolin-3(4H)-one,CHLORIDE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4UMN,,Q00987,,2.0,X-ray refinement,1.99,5/20/2014,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:M06,1:Q00987,1:2.3.2.27,,MDM2,No
2RUH,,Q00987,,1.0,,,6/3/2014,,1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4ZYI,,Q00987,,1.0,X-ray refinement,1.67,5/21/2015,"(S)-7-((R)-sec-butoxy)-1-(4-chlorophenyl)-6-methoxy-2-(4-(methyl(pyridin-4-ylmethyl)amino)phenyl)-1,2-dihydroisoquinolin-3(4H)-one,CHLORIDE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
5AFG,,Q00987,,2.0,X-ray refinement,1.9,1/22/2015,"1,8-DIETHYL-1,8-DIHYDRODIBENZO[3,4:7,8][1,2,3]TRIAZOLO[4',5':5,6]CYCLOOCTA[1,2-D][1,2,3]TRIAZOLE","1, 2",1:HOMO SAPIENS,,1:E3 UBIQUITIN-PROTEIN LIGASE MDM2|2:STAPLED PEPTIDE,1:Q00987,1:6.3.2.19,,MDM2,No
5LAV,,Q00987,,1.0,X-ray refinement,1.73,6/15/2016,"(3~{S},3'~{S},4'~{S})-4'-azanyl-6-chloranyl-3'-(3-chlorophenyl)-1'-(2,2-dimethylpropyl)spiro[1~{H}-indole-3,2'-pyrrolidine]-2-one,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4ZGK,,Q00987,,1.0,X-ray refinement,2.0,4/23/2015,"(5R)-3,5-bis(4-chlorobenzyl)-4-(6-chloro-1H-indol-3-yl)-5-hydroxyfuran-2(5H)-one",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
5LAW,,Q00987,,1.0,X-ray refinement,1.64,6/15/2016,"2-[(3~{S},3'~{a}~{S},6'~{S},6'~{a}~{S})-6-chloranyl-6'-(3-chlorophenyl)-4'-(cyclopropylmethyl)-2-oxidanylidene-spiro[1~{H}-indole-3,5'-3,3~{a},6,6~{a}-tetrahydro-2~{H}-pyrrolo[3,2-b]pyrrole]-1'-yl]ethanoic acid,SULFATE ION",1,,,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
5LAZ,,Q00987,,1.0,X-ray refinement,1.66,6/15/2016,"4-[(2~{R},3~{a}~{S},5~{S},6~{S},6~{a}~{S})-6'-chloranyl-6-(3-chloranyl-2-fluoranyl-phenyl)-4-(cyclopropylmethyl)-2'-oxidanylidene-spiro[1,2,3,3~{a},6,6~{a}-hexahydropyrrolo[3,2-b]pyrrole-5,3'-1~{H}-indole]-2-yl]benzoic acid,SULFATE ION,ZINC ION",1,,,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
5LN2,,Q00987,,1.0,X-ray refinement,1.58,8/2/2016,"(4~{S})-5-[5-chloranyl-2-[2-(dimethylamino)ethoxy]phenyl]-4-(4-chloranyl-2-methyl-phenyl)-2-(2-methoxyphenyl)-3-propan-2-yl-4~{H}-pyrrolo[3,4-c]pyrazol-6-one,CHLORIDE ION,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
5OAI,,Q00987,,1.0,X-ray refinement,2.0,6/22/2017,"3-[(1~{R})-2-(~{tert}-butylamino)-1-[methanoyl-[[3,4,5-tris(fluoranyl)phenyl]methyl]amino]-2-oxidanylidene-ethyl]-6-chloranyl-1~{H}-indole-2-carboxylic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
5OC8,,Q00987,,1.0,X-ray refinement,1.56,6/29/2017,"(4~{S})-5-(5-chloranyl-1-methyl-2-oxidanylidene-pyridin-3-yl)-4-(4-chlorophenyl)-2-(2,4-dimethoxypyrimidin-5-yl)-3-propan-2-yl-4~{H}-pyrrolo[3,4-d]imidazol-6-one,CHLORIDE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
5XXK,,Q00987,,2.0,X-ray refinement,1.66,7/4/2017,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:Hydrocarbon stapled peptide THC-SER-PHE-0EH-GLU-TYR-6CW-ALA-LEU-LEU-MK8-NH2,1:Q00987,1:2.3.2.27,,MDM2,No
5UMM,,Q00987,,2.0,X-ray refinement,1.65,1/27/2017,CHLORIDE ION,"1, 2",,,1:E3 ubiquitin-protein ligase Mdm2|2:PEPTIDE INHIBITOR M3,1:Q00987,1:2.3.2.27,,MDM2,No
5Z02,,Q00987,,1.0,X-ray refinement,1.35,12/18/2017,"4-({(4S,5R)-4,5-bis(4-chlorophenyl)-2-[4-methoxy-2-(propan-2-yloxy)phenyl]-4,5-dihydro-1H-imidazol-1-yl}carbonyl)piperazin-2-one",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
5ZXF,,Q00987,,1.0,X-ray refinement,1.25,5/19/2018,"4-({(4S,5R)-4,5-bis(4-chlorophenyl)-2-[4-methoxy-2-(propan-2-yloxy)phenyl]-4,5-dihydro-1H-imidazol-1-yl}carbonyl)piperazin-2-one",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
6AAW,,Q00987,,2.0,X-ray refinement,2.0,7/19/2018,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:ACE-LEU-THR-PHE-STQ-GLU-TYR-DTR-GLN-LEU-CBA-MK8-SER-ALA-ALA,1:Q00987,1:2.3.2.27,,MDM2,No
6GGN,,Q00987,,1.0,X-ray refinement,2.0,5/3/2018,"(4~{S})-4-(4-chloranyl-2-methyl-phenyl)-5-(5-chloranyl-2-methyl-phenyl)-2-(2,4-dimethoxypyrimidin-5-yl)-3-propan-2-yl-4~{H}-pyrrolo[3,4-d]imidazol-6-one,CHLORIDE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
6I29,,Q00987,,1.0,X-ray refinement,2.1,11/1/2018,"6-chloranyl-3-[3-[(1~{S})-1-(4-chlorophenyl)ethyl]-5-phenyl-imidazol-4-yl]-~{N}-[2-[4-(2-oxidanylidene-1,3-oxazinan-3-yl)piperidin-1-yl]pyridin-3-yl]-1~{H}-indole-2-carboxamide",1,1:Homo Sapiens,,1:Human E3 Ubiquitin-Protein Ligase MDM2,1:Q00987,,,MDM2,No
6Q9H,,Q00987,,1.0,X-ray refinement,2.0,12/18/2018,"(4~{S})-5-(3-chloranyl-2-fluoranyl-phenyl)-4-(4-chloranyl-2-methyl-phenyl)-3-propan-2-yl-1,4-dihydropyrrolo[3,4-c]pyrazol-6-one",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
6KZU,,Q00987,,2.0,X-ray refinement,1.79,9/25/2019,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:2JN-DAL-E03-DTY-2JN-DSG-TDF-DGL-MK8-DLE-DLE-2JN,1:Q00987,1:2.3.2.27,,MDM2,No
6HFA,,Q00987,,2.0,X-ray refinement,1.79,8/21/2018,,"1, 2",1:Homo sapiens,1:MDM2,"1:E3 ubiquitin-protein ligase Mdm2|2:LM266, 1-[(2~{S})-2-azanyl-3-methyl-butyl]urea",1:Q00987,1:2.3.2.27,,MDM2,No
6T2E,,Q00987,,2.0,X-ray refinement,2.4,10/8/2019,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:Stapled peptide GAR300-Gm,1:Q00987,1:2.3.2.27,,MDM2,No
6Q9O,,Q00987,,1.0,X-ray refinement,1.21,12/18/2018,"~{N}-~{tert}-butyl-2-[4-chloranyl-2-[5-(3-chloranyl-4-fluoranyl-phenyl)-2-cyclohexyl-4-(1~{H}-1,2,3,4-tetrazol-5-yl)imidazol-1-yl]phenyl]ethanamide",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
6T2F,,Q00987,,2.0,X-ray refinement,2.09,10/8/2019,2-(methylamino)-~{N}-[[3-[[2-(methylamino)ethanoylamino]methyl]phenyl]methyl]ethanamide,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:MDM2 in complex with GAR300-Am,1:Q00987,1:2.3.2.27,,MDM2,No
7BJ0,,Q00987,,1.0,X-ray refinement,2.0,1/13/2021,(3~{R})-4-chloranyl-3-(4-chlorophenyl)-3-[[1-(hydroxymethyl)cyclopropyl]methoxy]-2-[(4-nitrophenyl)methyl]isoindol-1-one,1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
7KJM,,Q00987,,2.0,X-ray refinement,1.4,10/26/2020,"CHLORIDE ION,DI(HYDROXYETHYL)ETHER,ISOPROPYL ALCOHOL","1, 2",,,1:E3 ubiquitin-protein ligase Mdm2|2:D-PMI-omega,1:Q00987,1:2.3.2.27,,MDM2,No
7BMG,,Q00987,,1.0,X-ray refinement,1.83,1/20/2021,"(3~{R})-3-(4-chlorophenyl)-2-[(4-ethynylphenyl)methyl]-3-[[1-(hydroxymethyl)cyclopropyl]methoxy]-6-(2-oxidanylpropan-2-yl)isoindol-1-one,1,2-ETHANEDIOL",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
8AEU,,Q00987,,1.0,X-ray refinement,2.0,7/13/2022,"4-[[(4~{S},5~{R})-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxy-phenyl)-4,5-dihydroimidazol-1-yl]carbonyl]-3-methylidene-piperazin-2-one,BETA-MERCAPTOETHANOL",1,,,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
8F0Z,,Q00987,,2.0,X-ray refinement,1.61,11/4/2022,"CHLORIDE ION,N,N'-(1,4-phenylene)diacetamide","1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:H101,1:Q00987,1:2.3.2.27,,MDM2,No
8J81,,Q00987,,1.0,X-ray refinement,1.35,4/28/2023,"(2S)-2-[[(2S)-2-[(6-chloranyl-1H-indol-3-yl)methyl-[(2S)-2-[[(2S)-2-[ethanoyl-(phenylmethyl)amino]propanoyl]-methyl-amino]propanoyl]amino]propanoyl]-methyl-amino]-N-(3,3-dimethylbutyl)-N-[(2S)-1-oxidanylidene-1-piperazin-1-yl-propan-2-yl]propanamide,CHLORIDE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
8GCG,,Q00987,,2.0,X-ray refinement,1.47,3/1/2023,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:macrocyclic peptide inhibitor,1:Q00987,1:2.3.2.27,,MDM2,No
9CDZ,,Q00987,,2.0,X-ray refinement,1.72,6/25/2024,SODIUM ION,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:Peptide,1:Q00987,1:2.3.2.27,,MDM2,No
2AXI,,Q00987,,2.0,X-ray refinement,1.4,9/5/2005,"3[N-MORPHOLINO]PROPANE SULFONIC ACID,SULFATE ION","1, 2",1:Homo sapiens,1:MDM2,1:Ubiquitin-protein ligase E3 Mdm2|2:cyclic 8-mer peptide,1:Q9UMT8,1:6.3.2.-,,MDM2,No
1RV1,,Q00987,,1.0,X-ray refinement,2.3,12/12/2003,"CIS-[4,5-BIS-(4-BROMOPHENYL)-2-(2-ETHOXY-4-METHOXYPHENYL)-4,5-DIHYDROIMIDAZOL-1-YL]-[4-(2-HYDROXYETHYL)PIPERAZIN-1-YL]METHANONE",1,1:Homo sapiens,1:MDM2,1:Ubiquitin-protein ligase E3 Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
8PWC,,Q00987,,1.0,X-ray refinement,1.461,7/20/2023,Brigimadlin,1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:2.3.2.27,,MDM2,No
9GFC,,Q00987,,2.0,X-ray refinement,2.501,8/8/2024,,"1, 2",1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2|2:Stapled peptide-like ligand,1:Q00987,1:2.3.2.27,,MDM2,No
3LBL,,Q00987,,1.0,X-ray refinement,1.6,1/8/2010,"(2'R,3R,4'R,5'R)-6-chloro-4'-(3-chloro-2-fluorophenyl)-2'-(2,2-dimethylpropyl)-N-(2-morpholin-4-ylethyl)-2-oxo-1,2-dihydrospiro[indole-3,3'-pyrrolidine]-5'-carboxamide",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3LNJ,,Q00987,,2.0,X-ray refinement,2.4,2/2/2010,"CHLORIDE ION,GLYCEROL,SULFATE ION","1, 2",,,1:E3 ubiquitin-protein ligase Mdm2|2:D-peptide inhibitor,1:Q00987,1:6.3.2.-,,MDM2,No
3W69,,Q00987,,1.0,X-ray refinement,1.9,2/12/2013,"(5R,6S)-2-[((2S,5R)-2-{[(3R)-4-acetyl-3-methylpiperazin-1-yl]carbonyl}-5-ethylpyrrolidin-1-yl)carbonyl]-5,6-bis(4-chlorophenyl)-3-isopropyl-6-methyl-5,6-dihydroimidazo[2,1-b][1,3]thiazole,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3VBG,,Q00987,,1.0,X-ray refinement,2.8,1/2/2012,"(5Z)-5-[(6-chloro-7-methyl-1H-indol-3-yl)methylidene]-3-(3,4-difluorobenzyl)imidazolidine-2,4-dione",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3TPX,,Q00987,,2.0,X-ray refinement,1.8,9/8/2011,"ACETATE ION,CHLORIDE ION,SULFATE ION","1, 2",,,1:E3 ubiquitin-protein ligase Mdm2|2:D-peptide inhibitor DPMI-delta,1:Q00987,1:6.3.2.-,,MDM2,No
4ERF,,Q00987,,1.0,X-ray refinement,2.0,4/20/2012,"{(3R,5R,6S)-5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-[(2S,3S)-2-hydroxypentan-3-yl]-3-methyl-2-oxopiperidin-3-yl}acetic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3LNZ,,Q00987,,2.0,X-ray refinement,1.95,2/3/2010,CHLORIDE ION,"1, 2",,,1:E3 ubiquitin-protein ligase Mdm2|2:12-mer peptide inhibitor,1:Q00987,1:6.3.2.-,,MDM2,No
4ERE,,Q00987,,1.0,X-ray refinement,1.8,4/20/2012,"SULFATE ION,[(3R,5R,6S)-1-[(2S)-1-tert-butoxy-1-oxobutan-2-yl]-5-(3-chlorophenyl)-6-(4-chlorophenyl)-2-oxopiperidin-3-yl]acetic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4HG7,,Q00987,,1.0,X-ray refinement,1.6,10/7/2012,"4-({(4S,5R)-4,5-bis(4-chlorophenyl)-2-[4-methoxy-2-(propan-2-yloxy)phenyl]-4,5-dihydro-1H-imidazol-1-yl}carbonyl)piperazin-2-one,SULFATE ION",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4JVR,,Q00987,,1.0,X-ray refinement,1.7,3/26/2013,"(2'S,3R,4'S,5'R)-N-(2-aminoethyl)-6-chloro-4'-(3-chloro-2-fluorophenyl)-2'-(2,2-dimethylpropyl)-2-oxo-1,2-dihydrospiro[indole-3,3'-pyrrolidine]-5'-carboxamide",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
4JWR,,Q00987,,1.0,X-ray refinement,2.35,3/27/2013,"{(2S,5R,6S)-6-(3-chlorophenyl)-5-(4-chlorophenyl)-4-[(2S)-1-hydroxybutan-2-yl]-3-oxomorpholin-2-yl}acetic acid",1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
